,negative,neutral,positive
flighted,28.61336845,0.74987296,0.662404983
flightedflight,0,0,2.5
flightfail,2.5,0,0
flighting,9.547874667,1.183294662,0.87250287
flightlanding,0,2.5,0
flightle,2.5,0,0
flightled,24.27702819,0.885482895,0.558853027
flightling,28.76695654,0,0.897711718
flightly,5.678873587,1.285097209,1.285097209
flightr,20,0,0
flights,2.095903274,5.678873587,0
fligths,2.5,0,0
flikr,0,0,2.5
flim,3.321928095,0,3.321928095
flimsier,2.095903274,0,5.678873587
flimsy,2.601678801,1.680049474,2.095903274
flinch,2.5,0,0
flinching,2.5,0,0
fling,1.430676558,10.31885116,0
flinging,2.5,0,0
flip,1.838005394,1.183294662,4.11458208
flippant,2.5,0,0
flipped,1.660964047,1.660964047,3.321928095
flipping,0,3.321928095,3.321928095
flipside,0,0,2.5
flirtatious,0,0,2.5
flirts,2.5,0,0
flite,5,0,0
fll,5.419336716,0.706727092,1.953570044
flo,0,2.5,0
float,5.678873587,0,2.095903274
floating,1.375518225,1.660964047,4.00196139
flock,0,0,2.5
flog,2.5,0,0
flood,0,0,2.5
flooding,0,0,2.5
flooooo,0,0,2.5
floorboard,0,0,2.5
floored,10.31885116,0,1.430676558
flooring,0,0,2.5
floosy,0,10,0
flooter,0,0,2.5
flop,7.5,0,0
flopped,2.5,0,0
flopping,12.5,0,0
floppy,1.430676558,0,10.31885116
flops,3.321928095,0,3.321928095
floral,0,0,2.5
florence,0,0,2.5
florentina,0,0,2.5
florescent,0,10.31885116,1.430676558
florid,3.321928095,3.321928095,0
florida,2.512941595,1.912489289,1.912489289
floridians,0,0,2.5
floris,0,0,5
florists,0,0,2.5
floundering,2.5,0,0
flourish,2.5,0,0
flow,1.183294662,4.11458208,1.838005394
flowed,0,2.5,0
flower,2.095903274,0,5.678873587
flowery,2.5,0,0
flowing,2.5,0,0
flown,4.235687392,1.547356089,1.402110708
flows,5.678873587,0,2.095903274
floyd,2.5,0,0
flr,0,0,2.5
flsfo,2.5,0,0
flt,7.582214143,1.183294662,1.081924062
flu,2.5,0,0
flubby,0,0,5
fluctuate,0,0,2.5
fluctuated,2.5,0,0
fluctuating,0,2.5,0
fluent,5,0,0
fluff,2.5,0,0
fluffy,5,0,0
fluh,0,0,2.5
fluid,8.00392278,0,1.660964047
fluidly,0,3.321928095,3.321928095
fluke,3.321928095,0,3.321928095
flung,2.5,0,0
flush,25.31098258,0,0.94277556
flushed,0,0,2.5
flushgorden,0,0,2.5
flute,0,0,2.5
flutter,3.321928095,0,3.321928095
flux,0,0,2.5
fly,4.587311396,1.404014819,1.433650776
flydelta,2.5,0,0
flyer,2.5,0,0
flyerfriendly,0,0,2.5
flyfi,0,0,2.5
flyfrontier,0,0,2.5
flyi,2.095903274,5.678873587,0
flyin,0,2.5,0
flying,3.477927893,1.574057209,1.673605537
flyingi,0,2.5,0
flyingit,0,2.5,0
flyingitforward,0,3.321928095,3.321928095
flyingwithus,2.5,0,0
flyitforward,0,2.5,0
flyknoxville,2.5,0,0
flymidway,3.321928095,0,3.321928095
flypaper,0,0,2.5
flyquiet,0,0,2.5
flys,5,0,0
flysouthwest,5,0,0
flythefriend,2.5,0,0
flytpa,0,2.5,0
flyy,0,0,2.5
fm,0,1.183294662,14.93723606
fmjtyl,0,2.5,0
fml,2.5,0,0
fnd,2.5,0,0
fneqm,2.5,0,0
fo,2.010759005,1.15566665,3.798794065
foaf,0,0,2.5
foam,0,0,17.5
focus,1.285097209,1.285097209,5.678873587
focused,2.34759015,2.34759015,1.660964047
focuses,7.5,0,0
focusing,1.285097209,1.285097209,5.678873587
focusrite,13.39878761,0,1.247454653
fog,0,5.678873587,2.095903274
fogbugz,0,0,5
fogging,2.5,0,0
foggy,0,10.31885116,1.430676558
foh,0,0,2.5
fol,0,10.31885116,1.430676558
fold,1.953570044,1.570297268,2.978033117
folded,0,1.047951637,19.54937806
folder,3.321928095,3.321928095,0
folding,0,1.183294662,14.93723606
folds,0.812711509,0,37.98102197
folio,0,2.5,0
folk,0,0,2.5
folks,0,0,2.5
folksy,2.5,0,0
foll,0,0,2.5
follo,2.095903274,2.095903274,2.095903274
follow,1.405484146,1.955534667,3.299315671
followe,0,0,2.5
followed,2.595037532,1.075941077,3.054750902
follower,0,0,5
followfriday,0,0,2.5
followi,0,5,0
following,1.53089535,1.31935196,4.554626884
follows,8.00392278,1.213726655,1
follwed,0,0,2.5
folly,0,3.321928095,3.321928095
folow,0,0,2.5
folowerssss,0,0,2.5
folterclothing,0,0,2.5
fond,0,2.5,0
fondly,5.678873587,0,2.095903274
font,3.321928095,3.321928095,0
fontaine,5,0,0
fontana,0,0,2.5
foo,2.5,0,0
foodd,0,0,2.5
foodieguide,0,0,2.5
foodimentary,0,0,2.5
fool,1.660964047,1.285097209,4.271985235
fooled,4.11458208,0.87250287,2.236345833
fooling,0,3.321928095,3.321928095
foolish,4.11458208,1.183294662,1.838005394
foolproof,0,0,2.5
fools,0,0,5
foot,4.507575552,1.742065383,1.142777131
footed,5,0,0
footer,0,10,0
footnote,0,2.5,0
footrest,3.321928095,0,3.321928095
footswitch,0,10,0
footwear,0,0,2.5
footy,0,0,2.5
forbearing,2.5,0,0
forbid,0,0,2.5
forbidden,5,0,0
force,2.717562738,2.717562738,1.183294662
forced,8.538732611,0.960252568,1.194353998
forcedovernight,2.5,0,0
forceful,10.31885116,1.430676558,0
forcefully,10.31885116,0,1.430676558
forces,3.321928095,2.095903274,1.285097209
forcible,0,10,0
forcing,12.62925314,0.926628408,0.926628408
forclosed,0,0,2.5
ford,5.678873587,0,2.095903274
fordj,0,10,0
fore,0,0,2.5
foreboding,0,2.5,0
forecast,3.321928095,0,3.321928095
forecasted,0,5,0
foregoing,0,0,2.5
foreign,5.678873587,1.285097209,1.285097209
forelock,0,2.5,0
foreman,2.5,0,0
foremost,1.430676558,10.31885116,0
forename,0,0,2.5
forensic,0,0,2.5
foresee,0,0,5
foreseeable,0,0,5
foreseen,0,0,2.5
foreshadowing,2.5,0,0
foresight,10,0,0
forest,2.5,0,0
forever,0.785545169,1.948051591,5.159425579
forewarned,3.321928095,0,3.321928095
forfeit,0,0,2.5
forfeited,2.5,0,0
forged,3.321928095,3.321928095,0
forges,2.5,0,0
forget,1.81340104,1.81340104,2.790759464
forgetful,0,0,2.5
forgets,7.5,0,0
forgettable,5.970466943,1.430676558,1.085990045
forgettably,5,0,0
forgetting,5.678873587,1.285097209,1.285097209
forgivable,3.321928095,3.321928095,0
forgive,4.11458208,1.49475316,1.49475316
forgiven,1.660964047,1.107309365,4.899079389
forgiving,0,0,7.5
forgo,0,0,2.5
forgoes,5,0,0
forgot,1.638451126,2.132180866,2.618807514
forgotten,3.321928095,1.660964047,1.660964047
fork,0,0,2.5
forking,2.276179338,2.276179338,1.772196759
forks,0,0,2.5
form,2.276179338,1.35068935,2.9203673
formable,0,0,2.5
formal,2.717562738,1.183294662,2.717562738
formalist,2.5,0,0
formally,1.107309365,4.899079389,1.660964047
format,0,5.678873587,2.095903274
formatted,0,2.5,0
formed,4.11458208,0,2.717562738
former,3.719611071,0.897711718,2.409793315
formerly,0,0,2.5
formidable,2.5,0,0
forming,2.5,0,0
forms,0,0,2.5
formula,5.678873587,0,2.095903274
formulaic,3.539239317,2.454076097,0.94277556
forrest,2.5,0,0
forrr,0,0,2.5
forsaken,3.321928095,3.321928095,0
forsee,0,0,5
forsyth,2.5,0,0
fort,1.183294662,6.843313779,1.183294662
forte,2.5,0,0
forth,0,3.917382327,2.839436794
forthright,2.5,0,0
fortified,0,0,5
fortify,2.5,0,0
fortitia,0,0,2.5
fortunately,2.609489265,1.309881231,2.609489265
fortune,0,0,7.5
fortunemagazine,0,0,2.5
forty,2.095903274,2.095903274,2.095903274
forum,2.5,0,0
forums,0,0,2.5
forw,0,0,2.5
forward,1.103828505,0.962868521,9.477758021
forwarded,0,0,2.5
forwarding,3.321928095,0,3.321928095
forwards,0,0,2.5
fossiloflife,0,0,5
foster,5.678873587,0,2.095903274
fostering,2.5,0,0
fou,0,0,2.5
fought,0,0,2.5
foul,10.31885116,1.430676558,0
found,1.697078265,1.611197228,3.350788876
foundering,2.5,0,0
fountian,0,0,2.5
fourteen,3.321928095,0,3.321928095
fourth,3.662986595,1.742065383,1.430676558
fouty,0,0,2.5
foward,0,10,0
fox,0,0,2.5
foxnews,2.5,0,0
foxwhisperer,0,0,2.5
foxy,0,0,2.5
foyle,0,0,2.5
fparis,0,0,2.5
fpmy,0,2.5,0
fps,0,0,2.5
fr,2.512941595,2.512941595,1.430676558
fra,1.430676558,4.507575552,1.430676558
fragile,1.183294662,2.236345833,3.321928095
fragmentary,5,0,0
fragmented,5,0,0
frail,0,0,2.5
frailing,0,0,2.5
frame,0,0,2.5
framed,5,0,0
framewhere,0,2.5,0
framing,2.5,0,0
framusic,0,0,5
fran,0,2.5,0
france,0,0,5
franceskim,0,0,2.5
franchise,17.5,0,0
francisco,7.5,0,0
franciscoandre,0,0,2.5
franco,0,2.5,0
frank,4.507575552,0.850274154,2.095903274
franked,0,0,2.5
frankenstein,2.5,0,0
frankfurt,0,5,0
frankhamrick,0,0,2.5
franklin,0,0,2.5
frankly,3.573461659,1.213726655,2.048690661
frankmusik,0,0,2.5
frankness,0,0,2.5
franksting,0,0,2.5
frantic,4.11458208,1.838005394,1.183294662
franz,3.321928095,0,3.321928095
franzfangirl,0,0,2.5
frassing,0,0,2.5
frat,3.321928095,3.321928095,0
fraught,0,2.5,0
fray,0,3.321928095,3.321928095
frayed,12.62925314,0,1.285097209
fraying,0,0,5
frazzled,2.5,0,0
freak,0,1.430676558,10.31885116
freaked,2.095903274,0,5.678873587
freakin,0,0,12.5
freaking,3.054750902,0,3.620480759
freakish,2.5,0,0
freakishly,0,0,2.5
freaks,2.5,0,0
freaky,8.00392278,1.660964047,0
fred,1.53089535,0,9.162168319
freddy,5.678873587,0,2.095903274
fredinchina,0,0,2.5
free,1.57483367,1.854361553,3.13152133
freebee,0,0,2.5
freed,0,0,2.5
freefreefree,0,0,2.5
freeing,2.5,0,0
freelancing,0,0,2.5
freely,5.678873587,0,2.095903274
freeman,7.5,0,0
frees,0,0,5
freetime,0,2.5,0
freetless,0,0,2.5
freewheeling,2.5,0,0
freeze,0,35,0
freezes,1,21.85434533,0
freezing,3.321928095,1.660964047,1.660964047
frei,2.5,0,0
french,6.169771964,0.99287258,1.489455069
frenetic,2.512941595,1.430676558,2.512941595
frenzied,0,2.5,0
freq,0,2.5,0
frequencies,0,0,2.5
frequency,0,0,2.5
frequent,4.742632391,1.396641523,1.396641523
frequentflyer,0,2.5,0
frequentflyerappreciates,0,0,2.5
frequently,2.28994035,2.446998777,1.631896776
fresh,2.604137976,1.508846749,2.313160743
freshened,0,0,2.5
freshening,3.321928095,0,3.321928095
fresher,0,0,5
freshly,5,0,0
freshman,2.5,0,0
freshness,8.00392278,0,1.660964047
fresno,0,0,2.5
frest,0,0,2.5
fret,1.267191617,1.430676558,5.114571232
fretboard,2.512941595,0,4.507575552
fretless,0,0,5
frets,0,0,5
fretted,0,0,5
fretting,8.00392278,0,1.660964047
freudian,2.5,0,0
freundlich,5.678873587,2.095903274,0
fricken,0,0,2.5
frida,5.678873587,2.095903274,0
friday,1.24303869,2.459781464,2.89149096
fried,5.678873587,0,2.095903274
friedman,2.5,0,0
frien,3.321928095,0,3.321928095
friend,1.660964047,1.183294662,4.614480675
friendfeed,0,0,2.5
friendliest,0,0,5
friendly,1.718636501,3.103476472,1.718636501
friendlyfriday,0,0,2.5
friends,1.660964047,1.107309365,4.899079389
friendship,0,0,5
friendzz,0,0,2.5
friggin,2.5,0,0
frighten,5.678873587,2.095903274,0
frightening,8.00392278,1.660964047,0
frighteningly,3.321928095,1.660964047,1.660964047
frightfest,2.5,0,0
frightful,2.5,0,0
frigid,5,0,0
frigidly,0,10,0
frikn,0,0,2.5
frills,0,0,2.5
fringe,2.5,0,0
frisk,0,2.5,0
frittered,2.5,0,0
fritters,2.5,0,0
frivolous,0,0,2.5
frm,3.321928095,1,2.512941595
fro,1.660964047,1.660964047,3.321928095
frodo,2.5,0,0
frog,0,0,2.5
fromt,0,0,2.5
fromthis,0,0,2.5
fron,2.5,0,0
front,4.389852586,0.919002697,2.05729104
frontal,8.00392278,1.660964047,0
frontier,0,2.5,0
frost,0,0,5
frosted,0,0,5
frosts,20,0,0
frosty,3.321928095,0,3.321928095
frothing,2.5,0,0
frothy,5.678873587,2.095903274,0
froward,0,2.5,0
frown,0,2.5,0
froze,0,7.5,0
frozen,6.843313779,0.979250371,1.388581659
frozentoilet,2.5,0,0
fruitful,2.5,0,0
frus,2.5,0,0
frust,7.5,0,0
frustra,2.5,0,0
frustrate,0,0,2.5
frustrated,6.638160774,1.619957992,0.777419545
frustrates,3.321928095,3.321928095,0
frustrating,7.379344822,1.277707483,1.013405599
frustratingly,12.62925314,1.285097209,0
frustration,0,10,0
frustrations,2.5,0,0
fry,0,0,7.5
frying,0,0,2.5
fsb,0,0,2.5
fsqthg,0,2.5,0
ft,1.213726655,2.883610395,2.512941595
ftlauderdale,0,2.5,0
ftth,0,0,2.5
ftw,0,0,2.5
fu,2.512941595,0,4.507575552
fubar,0,0,2.5
fuc,0,0,2.5
fuchs,0,0,2.5
fuck,1.912489289,0,6.455696236
fucked,8.00392278,0,1.660964047
fucken,5.678873587,0,2.095903274
fuckenjew,0,0,2.5
fuckin,0,0,2.5
fucking,5.678873587,0,2.095903274
fuckyeah,0,0,2.5
fuddled,2.5,0,0
fuddy,2.5,0,0
fudged,2.5,0,0
fudges,0,2.5,0
fudgin,2.5,0,0
fuel,14.93723606,0,1.183294662
fueled,10,0,0
fueling,0,0,5
fuelled,2.5,0,0
fuels,2.5,0,0
fugitive,2.5,0,0
fuhgeddaboutit,0,2.5,0
fuhrman,0,0,2.5
fuk,3.321928095,0,3.321928095
fukin,0,0,2.5
fuking,2.5,0,0
ful,0,2.5,0
fulfill,8.00392278,0,1.660964047
fulfilling,8.00392278,0,1.660964047
fulfills,2.5,0,0
full,3.004731359,1.505000027,2.013812635
fullbirdmusic,0,0,2.5
fuller,0,0,5
fullest,0,3.321928095,3.321928095
fullprice,2.5,0,0
fulltimecasual,0,0,5
fully,2.850006698,1.617997054,1.983714716
fulsome,0,2.5,0
fumble,0,20,0
fumbled,2.5,0,0
fumbles,5,0,0
fumbling,0,2.5,0
fumed,0,0,2.5
fumigate,0,2.5,0
fun,1.736922119,1.550839693,3.397932412
function,1.183294662,1.183294662,6.843313779
functional,0.62850999,4.360399754,2.409793315
functionally,1.660964047,0,8.00392278
functioned,0,0,7.5
functioning,1.107309365,1.660964047,4.899079389
functions,0,5.678873587,2.095903274
fundamental,0,3.321928095,3.321928095
fundamentally,5,0,0
funderworld,0,0,2.5
funeral,4.801322651,1.838005394,0.979250371
funk,0,0,7.5
funknjazzy,0,0,2.5
funky,1.285097209,0,12.62925314
funnest,0,0,2.5
funnier,11.85945797,1.075941077,0.812711509
funniest,5.010714036,1.022783939,1.724781463
funnifunniest,0,0,2.5
funny,5.56873514,1.146401098,1.450611684
fupid,0,0,2.5
fur,0,0,5
furious,1.912489289,1.912489289,2.512941595
furiously,7.5,0,0
furnish,2.5,0,0
furnished,0,2.5,0
furry,0,0,2.5
further,8.798345994,0.936417061,1.191297467
furthering,0,0,2.5
fuse,3.321928095,3.321928095,0
fused,3.321928095,0,3.321928095
fuses,1.430676558,10.31885116,0
fuss,0,0,5
fussing,2.095903274,0,5.678873587
fussy,1.047951637,3.917382327,2.095903274
fustily,2.5,0,0
fustrated,0,0,2.5
futile,1.660964047,3.321928095,1.660964047
future,2.839436794,1.70571118,1.892957862
futuristic,3.321928095,1.660964047,1.660964047
fuzz,0,0,5
fuzzier,0,0,2.5
fuzzy,3.321928095,1.660964047,1.660964047
fw,0,0,2.5
fwa,2.5,0,0
fwiw,3.321928095,3.321928095,0
fwwef,2.5,0,0
fx,0,0,7.5
fxfor,0,0,2.5
fyi,4.742632391,0,2.409793315
ga,0,0,5
gabbyisactive,0,0,2.5
gabmadrid,0,0,2.5
gabysslave,0,0,2.5
gadget,0,0,5
gadgets,0,0,2.5
gag,5.678873587,2.095903274,0
gags,2.5,0,0
gai,2.5,0,0
gain,1.912489289,1.213726655,3.85152657
gained,3.321928095,1.660964047,1.660964047
gaining,5,0,0
gainsbourg,0,2.5,0
gal,3.321928095,0,3.321928095
galaxy,0,5,0
galled,2.5,0,0
gallic,2.5,0,0
galore,0,0,12.5
galvanize,2.5,0,0
gamble,3.321928095,0,3.321928095
gambled,0,0,2.5
gambol,0,2.5,0
gamely,2.5,0,0
gaming,0,1.838005394,6.843313779
gandi,0,0,2.5
gang,2.095903274,0,5.678873587
gangsta,0,2.5,0
gangster,2.5,0,0
gantzes,0,2.5,0
gap,0,2.5,0
gaping,5,0,0
garageband,0,0,2.5
garbage,12.62925314,0,1.285097209
garbled,3.321928095,3.321928095,0
garc,2.5,0,0
garcia,12.5,0,0
gardening,0,0,2.5
gardenn,0,0,2.5
garethmarlow,0,0,2.5
garfield,0,0,2.5
gargantuan,3.321928095,0,3.321928095
garish,3.321928095,0,3.321928095
garlic,0,0,5
garner,2.5,0,0
garnered,2.5,0,0
garrybowie,0,0,2.5
gary,1.772196759,1.772196759,2.9203673
garywerk,2.5,0,0
gasbag,0,0,2.5
gasp,5.678873587,0,2.095903274
gasping,0,2.5,0
gassing,2.5,0,0
gat,0,0,2.5
gate,11.70546311,0.78674073,1.107309365
gates,3.321928095,0,3.321928095
gather,0,2.5,0
gathered,10,0,0
gathering,2.5,0,0
gatorgrip,0,0,2.5
gaudy,0,0,2.5
gauge,0,0,20
gav,2.5,0,0
gave,2.028745202,1.811944178,2.498991228
gawdy,0,0,2.5
gawjuss,0,0,2.5
gawk,0,2.5,0
gawky,2.5,0,0
gay,3.798794065,0,2.9203673
gaze,2.5,0,0
gazing,2.095903274,0,5.678873587
gb,0,24.15885793,0.960252568
gd,0,0,17.5
ge,6.067583832,0.782011483,1.724781463
gear,1.604494406,1.388581659,4.11458208
geared,1.430676558,3.662986595,1.742065383
gee,1.660964047,1.660964047,3.321928095
geek,1.183294662,6.843313779,1.183294662
geeked,2.5,0,0
geeks,0,2.5,0
geez,2.095903274,0,5.678873587
gefelic,0,0,2.5
geg,0,2.5,0
gel,6.843313779,0,1.838005394
gell,0,0,2.5
gellar,2.5,0,0
gem,3.321928095,3.321928095,0
gen,0,2.5,0
general,1.884781164,2.586258187,1.884781164
generall,0,0,2.5
generally,2.379726236,1.256470797,2.965228236
generate,2.839436794,1.797583147,1.797583147
generated,8.00392278,0,1.660964047
generates,5.678873587,0,2.095903274
generating,8.00392278,1.660964047,0
generational,3.321928095,3.321928095,0
generic,3.77618088,1.82210936,1.316364786
generically,2.5,0,0
generous,4.507575552,1,1.912489289
generously,0,0,2.5
geneva,2.5,0,0
genial,15,0,0
genius,0,0,12.5
genre,8.776290848,0.897711718,1.230143399
genteel,2.5,0,0
gentle,2.222375276,1.946896117,2.126879441
gently,2.595037532,1.88154218,1.88154218
genuine,2.797113981,2.28994035,1.409058247
genuinely,4.899079389,1.285097209,1.467908789
geographical,2.5,0,0
geography,2.5,0,0
geordie,0,0,2.5
georg,0,0,2.5
george,2.5,0,0
georgia,0,0,2.5
georgian,3.321928095,3.321928095,0
gerade,0,0,7.5
geraldine,2.5,0,0
gerardway,0,0,2.5
gere,2.5,0,0
geriatric,7.5,0,0
gerlitz,0,0,2.5
german,1.613452949,2.0208143,2.804676782
germanic,2.5,0,0
germany,1.660964047,1.660964047,3.321928095
germinate,0,0,2.5
gesturing,2.5,0,0
get,2.489131807,1.649552392,2.228658597
getaway,0,3.321928095,3.321928095
getconnected,2.5,0,0
gether,0,3.321928095,3.321928095
getit,2.5,0,0
getmeontop,2.5,0,0
gets,2.810673254,1.54776534,2.095903274
gett,2.5,0,0
gettin,2.095903274,1.285097209,3.321928095
getting,2.401925519,1.455334583,2.590021237
gettingworn,0,0,5
gf,2.5,0,0
gg,5,0,0
gh,0,0,2.5
ghastly,2.5,0,0
gherkins,0,0,2.5
ghost,3.321928095,0,3.321928095
ghoulish,3.321928095,0,3.321928095
ghs,0,0,2.5
giampaolo,0,0,2.5
gianni,2.5,0,0
giannini,2.5,0,0
giant,2.156300321,2.34759015,1.815186863
gibson,1,0,21.85434533
giddily,0,2.5,0
giddy,3.321928095,0,3.321928095
gif,2.5,0,0
gift,0,5.678873587,2.095903274
gifted,7.230516926,1.35068935,0.960252568
gifting,0,5,0
gig,0.664385619,1.240417813,11.08934761
gigantic,12.5,0,0
gigdiary,0,0,2.5
gigged,0,3.321928095,3.321928095
gigging,2.151061298,1.06156205,3.769112556
giggling,2.5,0,0
giggly,2.5,0,0
giging,0,0,5
gigs,0,0,5
gilliam,2.5,0,0
gilligan,0,2.5,0
gillmor,0,0,2.5
gilmour,0,10.31885116,1.430676558
gilmouresque,0,0,2.5
gim,0,0,2.5
gimic,0,10,0
gimmick,0,0,2.5
gimmicky,5.678873587,2.095903274,0
gimraent,0,0,2.5
giordanobc,0,0,2.5
giovanni,2.5,0,0
girardot,2.5,0,0
girl,3.137168659,0.715338279,3.137168659
girlfriend,0,0,12.5
girlguidec,0,0,2.5
girlie,0,0,5
girlish,2.5,0,0
girls,3.321928095,0,3.321928095
girly,0,0,17.5
gis,2.5,0,0
gissisim,0,0,2.5
git,0,0,5
give,2.224037776,1.573848791,2.606340856
giveaway,0,0,2.5
given,2.940363387,1.975952849,1.572217066
gives,2.253787776,1.571884211,2.574700488
giveyou,0,0,2.5
giving,2.583045263,1.885970655,1.885970655
gizmo,0,0,2.5
gj,2.5,0,0
gjarnling,0,0,2.5
gjqxj,0,2.5,0
gl,0,0,2.5
gla,0,0,2.5
glacial,3.321928095,3.321928095,0
glacially,2.5,0,0
glad,1.003122958,1.065082032,9.470746078
gladly,3.321928095,0,3.321928095
gladys,0,0,2.5
glamorous,2.5,0,0
glancing,2.5,0,0
glandular,0,0,2.5
glaring,1.838005394,6.843313779,0
glasgow,0,2.095903274,5.678873587
glass,3.321928095,0,3.321928095
glassy,0,0,5
glazed,3.321928095,0,3.321928095
gleaming,0,0,2.5
gleaned,7.5,0,0
gleefully,5.678873587,2.095903274,0
glen,20,0,0
glenn,0,0,2.5
glib,0,8.00392278,1.660964047
glibly,0,5,0
glide,0,0,5
gliding,3.321928095,0,3.321928095
glimpse,0,2.5,0
glint,0,2.5,0
glisten,0,0,2.5
glitchy,0,2.5,0
glitter,3.321928095,0,3.321928095
global,1.772196759,0.960252568,5.094382474
globalizing,2.5,0,0
globally,0,0,2.5
gloomy,1.430676558,2.512941595,2.512941595
glorified,10.31885116,1.430676558,0
glorious,2.236345833,0.87250287,4.11458208
gloriously,10.31885116,1.430676558,0
glory,1.430676558,0,10.31885116
gloss,49.49665346,0.74492186,0
glosses,2.5,0,0
glossy,2.717562738,1.183294662,2.717562738
glove,0,0,2.5
glowing,0,2.095903274,5.678873587
glows,2.5,0,0
gls,0,2.512941595,4.507575552
glucose,2.5,0,0
glue,0,1.953570044,6.261707716
glued,1.979610102,4.00196139,1.107309365
glueing,10,0,0
gluing,2.5,0,0
glum,0,0,2.5
glumly,5,0,0
gluten,2.5,0,0
glyn,0,0,2.5
gm,0,0,2.5
gmail,0,2.095903274,5.678873587
gnashing,2.5,0,0
gng,2.5,0,0
gnite,0,0,2.5
gno,0,0,2.5
gnome,0,0,2.5
gnv,2.5,0,0
go,2.323311952,1.296321916,2.961506544
goa,0,0,2.5
gobble,2.5,0,0
gobsmacked,0,0,2.5
god,1.130446032,0.94277556,9.393611305
godard,3.321928095,3.321928095,0
godawful,19.54937806,1.047951637,0
godfrey,5,0,0
godlyke,0,0,7.5
godsend,0,0,7.5
goes,2.095903274,1.41642404,3.048655146
gofundme,2.5,0,0
gogo,0,2.5,0
gogreen,0,0,2.5
goi,2.512941595,0,4.507575552
goin,2.095903274,0,5.678873587
going,2.210648934,1.232256809,3.253514792
goingforgreat,0,0,2.5
goinig,0,0,2.5
gold,4.035765214,1.508846749,1.508846749
goldbacher,2.5,0,0
golden,3.539239317,1.316364786,1.935622002
goldenfish,0,0,2.5
goldfish,0,0,5
goldhat,0,0,2.5
goliath,2.5,0,0
gon,1.524983383,1.070092731,5.598364521
gondry,2.5,0,0
gone,3.397932412,1.307553113,2.022546896
gonereading,0,0,2.5
gong,5,0,0
gonn,0,0,2.5
goo,1.107309365,0,17.24377353
good,1.438588691,1.727782587,3.675247483
goodbye,0,0,5
goodcus,2.5,0,0
gooddirt,0,0,2.5
goodenoug,0,0,2.5
goodenufmother,0,2.5,0
goodfellas,2.5,0,0
goodflight,0,0,2.5
goodg,2.5,0,0
gooding,5,0,0
goodly,2.5,0,0
goodman,0,0,2.5
goodmorning,0,0,20
goodness,0,0,12.5
goodni,0,2.5,0
goodnight,0,0,40
goodniiiight,0,0,2.5
goods,0,0,2.5
goodthank,0,0,2.5
goodtime,0,0,2.5
goodwill,2.5,0,0
goody,0,0,2.5
gooeyness,2.5,0,0
goofball,7.5,0,0
goofiest,2.5,0,0
goofily,2.5,0,0
goofy,4.00196139,2.785345076,0
goog,0,0,2.5
google,0.591647331,14.93723606,1.096437332
googlecast,0,2.5,0
googled,0,2.5,0
googling,0,0,2.5
goood,0,0,2.5
gooodnight,0,0,2.5
gooooo,0,0,2.5
goooood,0,0,2.5
goose,1.285097209,2.095903274,3.321928095
goosebayairport,0,2.5,0
goosebumps,3.321928095,0,3.321928095
gooseneck,0,0,2.5
gopro,2.5,0,0
gor,0,0,2.5
gore,2.5,0,0
gored,5,0,0
goretex,0,0,2.5
gorge,0,0,2.5
gorgeous,3.425987847,1.118635041,2.264241838
gorgeously,12.62925314,1.285097209,0
gory,4.507575552,1.430676558,1.430676558
gos,0,0,2.5
gosh,0,0,10
gosling,14.93723606,1.183294662,0
gospel,0,0,5
gossip,0,0,2.5
got,2.059887938,1.437553482,3.062291878
gota,0,0,5
goth,0,0,2.5
gothic,0,2.095903274,5.678873587
gots,0,0,2.5
gottabeandrew,0,0,2.5
gotten,3.008075541,1.268439277,2.329110415
gourmet,0,2.5,0
gov,0,2.5,0
govanhill,0,0,2.5
governmental,2.5,0,0
governs,2.5,0,0
gp,0,2.5,0
gpu,0,2.5,0
gr,1.430676558,0,10.31885116
gra,0,0,2.5
grab,1.198131959,0.880543216,9.290755057
grabbed,0,4.507575552,2.512941595
grabbing,0,0,2.5
grabs,2.095903274,0,5.678873587
graced,5,0,0
graceful,12.62925314,1.285097209,0
gracefully,2.095903274,5.678873587,0
graceland,2.5,0,0
graceless,2.5,0,0
gracias,2.5,0,0
gracious,3.321928095,0,3.321928095
graciously,0,2.5,0
grade,1.35068935,0.960252568,7.230516926
graded,3.321928095,0,3.321928095
