,negative,neutral,positive,total
thewlis,1.0,0.0,0.0,1.0
theydon,0.0,0.0,1.0,1.0
theyre,0.0,0.0,2.0,2.0
theyy,0.0,0.0,1.0,1.0
thhought,0.0,1.0,0.0,1.0
thi,2.0,2.0,2.0,6.0
thick,123.0,39.0,59.0,221.0
thicken,0.0,0.0,1.0,1.0
thickening,0.0,0.0,1.0,1.0
thicker,21.0,0.0,9.0,30.0
thickest,0.0,0.0,1.0,1.0
thickly,0.0,0.0,1.0,1.0
thicknessed,0.0,0.0,1.0,1.0
thievery,1.0,0.0,0.0,1.0
thieving,0.0,0.0,1.0,1.0
thin,45.0,60.0,75.0,180.0
thingies,0.0,0.0,1.0,1.0
thingys,0.0,0.0,1.0,1.0
think,282.0,256.0,463.0,1001.0
thinking,35.0,13.0,68.0,116.0
thinks,17.0,4.0,14.0,35.0
thinly,3.0,1.0,1.0,5.0
thinner,0.0,5.0,8.0,13.0
thinnest,0.0,0.0,1.0,1.0
thinning,0.0,0.0,1.0,1.0
third,28.0,8.0,25.0,61.0
thirdly,0.0,0.0,2.0,2.0
thirst,1.0,0.0,0.0,1.0
thirsty,0.0,1.0,1.0,2.0
thirteen,4.0,0.0,1.0,5.0
thirty,2.0,0.0,3.0,5.0
thisgig,0.0,0.0,1.0,1.0
thislinehasntmove,1.0,0.0,0.0,1.0
thistelescoping,0.0,0.0,1.0,1.0
thks,1.0,0.0,1.0,2.0
thnx,1.0,0.0,0.0,1.0
tho,4.0,4.0,10.0,18.0
thomas,2.0,0.0,0.0,2.0
thomastik,0.0,0.0,1.0,1.0
thorens,0.0,0.0,1.0,1.0
thornberrys,2.0,0.0,2.0,4.0
thorough,2.0,0.0,2.0,4.0
thoroughly,26.0,3.0,12.0,41.0
thot,0.0,0.0,1.0,1.0
thou,1.0,0.0,0.0,1.0
thoug,0.0,0.0,1.0,1.0
though,4.0,5.0,6.0,15.0
thought,127.0,76.0,150.0,353.0
thoughtful,26.0,8.0,4.0,38.0
thoughtfully,2.0,0.0,0.0,2.0
thoughtfulness,1.0,1.0,0.0,2.0
thoughtlessly,1.0,0.0,0.0,1.0
thoughtyou,0.0,0.0,1.0,1.0
thousand,0.0,1.0,2.0,3.0
thparty,0.0,1.0,0.0,1.0
thr,0.0,0.0,1.0,1.0
thrash,0.0,0.0,2.0,2.0
thrashing,0.0,0.0,1.0,1.0
thre,1.0,0.0,0.0,1.0
thread,0.0,4.0,4.0,8.0
threadbare,2.0,0.0,0.0,2.0
threaded,0.0,0.0,6.0,6.0
threading,8.0,0.0,4.0,12.0
threads,0.0,0.0,1.0,1.0
threaten,0.0,1.0,2.0,3.0
threatened,4.0,1.0,1.0,6.0
threatening,2.0,0.0,2.0,4.0
threatens,3.0,0.0,1.0,4.0
threefold,1.0,0.0,0.0,1.0
threehourslate,1.0,0.0,0.0,1.0
threw,11.0,1.0,7.0,19.0
thrill,3.0,0.0,0.0,3.0
thrilled,3.0,1.0,7.0,11.0
thriller,4.0,2.0,1.0,7.0
thrilling,4.0,4.0,5.0,13.0
thrillingly,1.0,0.0,0.0,1.0
thrills,1.0,0.0,0.0,1.0
thrives,1.0,0.0,0.0,1.0
thro,1.0,0.0,2.0,3.0
throated,0.0,1.0,0.0,1.0
throaty,0.0,4.0,0.0,4.0
throbbing,0.0,0.0,1.0,1.0
thrones,0.0,0.0,1.0,1.0
throug,1.0,0.0,1.0,2.0
through,1.0,0.0,1.0,2.0
throughthe,0.0,0.0,1.0,1.0
throw,11.0,7.0,14.0,32.0
throwaway,1.0,2.0,0.0,3.0
throwback,1.0,0.0,1.0,2.0
throwing,13.0,6.0,10.0,29.0
thrown,7.0,2.0,7.0,16.0
throws,7.0,0.0,3.0,10.0
thru,15.0,4.0,13.0,32.0
thrusts,2.0,0.0,0.0,2.0
tht,0.0,0.0,1.0,1.0
thu,0.0,0.0,1.0,1.0
thuds,1.0,0.0,0.0,1.0
thuink,1.0,0.0,0.0,1.0
thumb,0.0,8.0,4.0,12.0
thumbelina,0.0,0.0,1.0,1.0
thumbing,1.0,0.0,1.0,2.0
thumbnail,0.0,4.0,0.0,4.0
thumbs,6.0,0.0,8.0,14.0
thump,1.0,0.0,0.0,1.0
thumping,0.0,0.0,1.0,1.0
thumpingly,2.0,0.0,0.0,2.0
thums,0.0,0.0,1.0,1.0
thunderous,1.0,0.0,0.0,1.0
thurday,0.0,0.0,1.0,1.0
thursday,2.0,3.0,11.0,16.0
thus,4.0,5.0,24.0,33.0
thwart,0.0,1.0,0.0,1.0
thwarted,0.0,0.0,1.0,1.0
thx,5.0,1.0,7.0,13.0
thy,1.0,0.0,0.0,1.0
ti,0.0,0.0,1.0,1.0
tian,3.0,0.0,0.0,3.0
tic,3.0,2.0,0.0,5.0
tick,0.0,1.0,4.0,5.0
ticked,2.0,0.0,0.0,2.0
ticket,7.0,4.0,1.0,12.0
ticketed,6.0,2.0,1.0,9.0
ticketing,2.0,0.0,2.0,4.0
tickets,0.0,1.0,0.0,1.0
ticking,2.0,0.0,0.0,2.0
tickle,0.0,0.0,1.0,1.0
tickled,1.0,0.0,0.0,1.0
tickles,1.0,0.0,0.0,1.0
ticks,1.0,0.0,0.0,1.0
tidal,1.0,0.0,1.0,2.0
tide,0.0,0.0,1.0,1.0
tidende,0.0,0.0,1.0,1.0
tidy,0.0,0.0,3.0,3.0
tie,19.0,1.0,5.0,25.0
tied,2.0,6.0,7.0,15.0
ties,1.0,1.0,2.0,4.0
tight,54.0,42.0,87.0,183.0
tighten,0.0,20.0,28.0,48.0
tightened,1.0,8.0,10.0,19.0
tightening,0.0,4.0,9.0,13.0
tightens,0.0,0.0,2.0,2.0
tighter,1.0,5.0,10.0,16.0
tightly,1.0,0.0,6.0,7.0
tightness,0.0,4.0,0.0,4.0
tikitosca,0.0,0.0,1.0,1.0
tiks,0.0,0.0,1.0,1.0
til,0.0,1.0,16.0,17.0
till,8.0,1.0,22.0,31.0
tilt,0.0,0.0,1.0,1.0
tiltback,0.0,0.0,1.0,1.0
tilted,0.0,0.0,1.0,1.0
tilting,0.0,4.0,4.0,8.0
tilts,0.0,0.0,1.0,1.0
tim,0.0,0.0,4.0,4.0
timebear,0.0,0.0,1.0,1.0
timed,6.0,0.0,1.0,7.0
timeframe,0.0,1.0,0.0,1.0
timeless,4.0,0.0,1.0,5.0
timely,16.0,2.0,7.0,25.0
times,5.0,2.0,4.0,11.0
timetable,0.0,0.0,1.0,1.0
timid,3.0,1.0,0.0,4.0
timing,2.0,0.0,1.0,3.0
ting,0.0,0.0,8.0,8.0
tinged,1.0,0.0,0.0,1.0
tingles,0.0,0.0,1.0,1.0
tingly,0.0,0.0,1.0,1.0
tiniest,2.0,0.0,0.0,2.0
tinker,0.0,0.0,2.0,2.0
tinkerer,0.0,0.0,1.0,1.0
tinkering,0.0,0.0,3.0,3.0
tinney,0.0,0.0,1.0,1.0
tinny,29.0,8.0,8.0,45.0
tinted,2.0,0.0,0.0,2.0
tinu,0.0,0.0,1.0,1.0
tiny,40.0,7.0,39.0,86.0
tinylittlebear,0.0,0.0,1.0,1.0
tinyurl,0.0,0.0,5.0,5.0
tip,1.0,0.0,25.0,26.0
tipped,5.0,0.0,2.0,7.0
tipping,0.0,0.0,7.0,7.0
tippy,0.0,0.0,3.0,3.0
tips,0.0,5.0,1.0,6.0
tiptop,0.0,0.0,1.0,1.0
tired,40.0,15.0,71.0,126.0
tireless,1.0,0.0,0.0,1.0
tiresome,12.0,4.0,2.0,18.0
tiresomely,3.0,0.0,1.0,4.0
tiring,21.0,1.0,0.0,22.0
tis,4.0,0.0,2.0,6.0
tish,0.0,0.0,1.0,1.0
tishous,0.0,0.0,1.0,1.0
tisk,1.0,0.0,0.0,1.0
titanic,0.0,0.0,1.0,1.0
titillating,1.0,0.0,0.0,1.0
title,1.0,0.0,1.0,2.0
titled,3.0,1.0,3.0,7.0
tittch,0.0,0.0,1.0,1.0
titular,3.0,1.0,0.0,4.0
titus,1.0,0.0,0.0,1.0
tix,5.0,1.0,2.0,8.0
tizzyent,0.0,0.0,1.0,1.0
tk,1.0,1.0,0.0,2.0
tke,1.0,0.0,0.0,1.0
tkt,1.0,0.0,0.0,1.0
tkts,1.0,0.0,1.0,2.0
tld,2.0,0.0,0.0,2.0
tmere,0.0,0.0,1.0,1.0
tmoz,0.0,0.0,1.0,1.0
tmr,1.0,0.0,1.0,2.0
tnt,1.0,0.0,0.0,1.0
to,0.0,0.0,1.0,1.0
toast,8.0,4.0,2.0,14.0
toasty,0.0,0.0,2.0,2.0
toating,4.0,0.0,0.0,4.0
toback,1.0,0.0,0.0,1.0
todaaaaay,0.0,0.0,1.0,1.0
todays,1.0,0.0,1.0,2.0
todayyy,0.0,0.0,1.0,1.0
todd,3.0,1.0,0.0,4.0
todderm,0.0,0.0,1.0,1.0
toe,0.0,10.0,3.0,13.0
toefl,0.0,0.0,1.0,1.0
tog,1.0,0.0,0.0,1.0
toge,1.0,0.0,0.0,1.0
toget,0.0,1.0,1.0,2.0
togeth,1.0,0.0,0.0,1.0
together,107.0,48.0,77.0,232.0
toggle,0.0,1.0,2.0,3.0
tojosan,0.0,0.0,1.0,1.0
token,0.0,0.0,1.0,1.0
toking,0.0,0.0,1.0,1.0
tokyo,1.0,1.0,1.0,3.0
told,260.0,55.0,50.0,365.0
toled,0.0,1.0,0.0,1.0
toledo,2.0,0.0,0.0,2.0
tolerable,2.0,0.0,1.0,3.0
tolerant,0.0,0.0,1.0,1.0
tolerate,11.0,0.0,1.0,12.0
tolstoy,1.0,0.0,0.0,1.0
tom,4.0,1.0,10.0,15.0
tomato,0.0,0.0,1.0,1.0
tommcfly,0.0,0.0,2.0,2.0
tommorow,0.0,0.0,1.0,1.0
tommy,1.0,0.0,0.0,1.0
tomo,1.0,0.0,1.0,2.0
tomokeefe,0.0,0.0,1.0,1.0
tomorow,0.0,0.0,1.0,1.0
tomorr,0.0,0.0,1.0,1.0
ton,1.0,0.0,4.0,5.0
tonal,2.0,29.0,19.0,50.0
tonally,1.0,4.0,1.0,6.0
tone,0.0,12.0,16.0,28.0
tonebeep,0.0,0.0,1.0,1.0
toned,1.0,0.0,3.0,4.0
tones,0.0,4.0,1.0,5.0
toni,1.0,0.0,0.0,1.0
tonigh,0.0,1.0,3.0,4.0
tonight,22.0,4.0,36.0,62.0
tonighttt,0.0,0.0,1.0,1.0
tonite,0.0,1.0,6.0,7.0
tonjac,0.0,0.0,1.0,1.0
tonto,1.0,0.0,0.0,1.0
tony,1.0,1.0,5.0,7.0
tonyhenson,0.0,0.0,1.0,1.0
too,724.0,465.0,838.0,2027.0
took,107.0,99.0,112.0,318.0
tool,4.0,0.0,5.0,9.0
tooled,1.0,0.0,1.0,2.0
toolong,1.0,0.0,0.0,1.0
tools,0.0,0.0,1.0,1.0
toontrack,0.0,0.0,1.0,1.0
toooo,18.0,0.0,0.0,18.0
tooooo,1.0,0.0,1.0,2.0
tooth,0.0,1.0,0.0,1.0
toothed,0.0,0.0,1.0,1.0
toothless,3.0,0.0,0.0,3.0
toothpick,0.0,0.0,1.0,1.0
top,126.0,82.0,124.0,332.0
topic,0.0,0.0,1.0,1.0
topical,3.0,2.0,0.0,5.0
topify,0.0,0.0,1.0,1.0
topless,2.0,0.0,0.0,2.0
topnotch,1.0,0.0,0.0,1.0
topped,0.0,0.0,3.0,3.0
topping,0.0,1.0,1.0,2.0
topple,1.0,0.0,3.0,4.0
toppy,0.0,0.0,1.0,1.0
tops,1.0,0.0,0.0,1.0
tore,0.0,0.0,2.0,2.0
tori,1.0,0.0,0.0,1.0
tormented,2.0,1.0,1.0,4.0
torn,5.0,1.0,4.0,10.0
toronto,3.0,0.0,1.0,4.0
torpid,0.0,0.0,1.0,1.0
torque,0.0,0.0,1.0,1.0
tortex,0.0,0.0,5.0,5.0
tortuous,1.0,0.0,0.0,1.0
torture,0.0,0.0,2.0,2.0
tortured,6.0,3.0,0.0,9.0
torturing,1.0,1.0,0.0,2.0
tosca,2.0,1.0,1.0,4.0
toshiba,0.0,1.0,1.0,2.0
toss,3.0,4.0,9.0,16.0
tossed,4.0,6.0,4.0,14.0
tossel,0.0,0.0,1.0,1.0
tosses,2.0,0.0,0.0,2.0
tossing,0.0,1.0,3.0,4.0
total,30.0,9.0,14.0,53.0
totaled,1.0,0.0,0.0,1.0
totalitarian,2.0,0.0,0.0,2.0
totall,2.0,0.0,0.0,2.0
totally,52.0,36.0,79.0,167.0
totallytheatre,0.0,0.0,1.0,1.0
totes,0.0,0.0,1.0,1.0
toteschic,0.0,0.0,1.0,1.0
totex,0.0,0.0,1.0,1.0
tottally,0.0,0.0,1.0,1.0
tottenham,0.0,0.0,1.0,1.0
totty,0.0,0.0,1.0,1.0
touch,21.0,29.0,26.0,76.0
touchdown,0.0,3.0,0.0,3.0
touched,7.0,3.0,6.0,16.0
touches,4.0,1.0,1.0,6.0
touching,33.0,7.0,14.0,54.0
touchingly,1.0,0.0,0.0,1.0
touchscreen,0.0,1.0,0.0,1.0
tough,21.0,25.0,43.0,89.0
tougher,2.0,0.0,7.0,9.0
toughest,1.0,0.0,0.0,1.0
tought,0.0,0.0,1.0,1.0
tour,1.0,0.0,7.0,8.0
touring,0.0,4.0,5.0,9.0
tourist,0.0,1.0,0.0,1.0
tourney,0.0,0.0,1.0,1.0
touted,0.0,0.0,1.0,1.0
touting,0.0,1.0,1.0,2.0
touts,1.0,0.0,0.0,1.0
tova,0.0,0.0,1.0,1.0
towards,1.0,1.0,0.0,2.0
towed,1.0,0.0,0.0,1.0
towering,1.0,0.0,0.0,1.0
toxic,1.0,1.0,2.0,4.0
toy,0.0,6.0,7.0,13.0
toying,0.0,0.0,1.0,1.0
toyour,0.0,0.0,1.0,1.0
toys,0.0,0.0,2.0,2.0
tp,0.0,0.0,1.0,1.0
tpa,4.0,1.0,1.0,6.0
tr,3.0,0.0,3.0,6.0
tra,1.0,0.0,1.0,2.0
trace,2.0,0.0,1.0,3.0
traced,1.0,4.0,0.0,5.0
tracing,1.0,0.0,0.0,1.0
track,3.0,2.0,6.0,11.0
trackable,0.0,0.0,1.0,1.0
tracking,8.0,1.0,6.0,15.0
tractorqueen,0.0,0.0,1.0,1.0
trad,0.0,0.0,1.0,1.0
trade,0.0,4.0,1.0,5.0
traded,0.0,5.0,1.0,6.0
trademark,0.0,0.0,1.0,1.0
trading,0.0,4.0,2.0,6.0
traditional,13.0,13.0,23.0,49.0
traditionally,2.0,1.0,3.0,6.0
trae,0.0,0.0,1.0,1.0
trafford,0.0,0.0,1.0,1.0
tragedy,3.0,0.0,0.0,3.0
tragic,15.0,4.0,4.0,23.0
tragically,3.0,0.0,0.0,3.0
trail,2.0,0.0,0.0,2.0
trailer,1.0,0.0,0.0,1.0
trails,0.0,0.0,1.0,1.0
train,23.0,0.0,5.0,28.0
trained,5.0,1.0,3.0,9.0
training,3.0,0.0,5.0,8.0
trains,0.0,0.0,1.0,1.0
trainspotting,1.0,0.0,0.0,1.0
trancetuesday,0.0,0.0,1.0,1.0
tranquil,1.0,0.0,1.0,2.0
transatlantic,1.0,1.0,0.0,2.0
transcend,5.0,1.0,1.0,7.0
transcendent,1.0,0.0,0.0,1.0
transcends,6.0,3.0,0.0,9.0
transcontinental,0.0,0.0,1.0,1.0
transf,1.0,1.0,0.0,2.0
transfer,11.0,6.0,4.0,21.0
transferral,0.0,1.0,0.0,1.0
transferred,10.0,2.0,1.0,13.0
transferring,1.0,0.0,0.0,1.0
transfers,0.0,0.0,2.0,2.0
transfixes,1.0,0.0,0.0,1.0
transform,1.0,0.0,2.0,3.0
transformati,0.0,0.0,1.0,1.0
transformative,0.0,0.0,1.0,1.0
transformed,2.0,1.0,1.0,4.0
transformer,0.0,0.0,1.0,1.0
transforms,3.0,0.0,1.0,4.0
transgressive,1.0,0.0,1.0,2.0
transit,1.0,0.0,0.0,1.0
transitioning,0.0,1.0,1.0,2.0
translate,2.0,4.0,2.0,8.0
translated,0.0,4.0,1.0,5.0
translates,0.0,1.0,1.0,2.0
translating,1.0,0.0,1.0,2.0
translation,0.0,0.0,1.0,1.0
translucent,0.0,4.0,0.0,4.0
transmits,0.0,0.0,1.0,1.0
transmitting,0.0,4.0,0.0,4.0
transmute,0.0,0.0,1.0,1.0
transpacific,0.0,0.0,1.0,1.0
transparent,6.0,0.0,9.0,15.0
transparently,1.0,5.0,1.0,7.0
transplant,1.0,0.0,0.0,1.0
transplanted,0.0,1.0,0.0,1.0
transplanting,0.0,0.0,1.0,1.0
transport,1.0,0.0,4.0,5.0
transported,2.0,0.0,3.0,5.0
transporting,2.0,1.0,4.0,7.0
transports,2.0,1.0,0.0,3.0
transpose,1.0,0.0,0.0,1.0
transvestite,1.0,0.0,0.0,1.0
trap,0.0,0.0,3.0,3.0
trapped,12.0,3.0,2.0,17.0
traps,1.0,0.0,1.0,2.0
tras,0.0,0.0,1.0,1.0
trash,2.0,0.0,2.0,4.0
trashed,8.0,0.0,1.0,9.0
trashing,0.0,0.0,1.0,1.0
trashy,6.0,1.0,5.0,12.0
trav,0.0,0.0,1.0,1.0
trave,0.0,1.0,0.0,1.0
travel,32.0,30.0,15.0,77.0
traveled,12.0,0.0,5.0,17.0
traveler,1.0,2.0,0.0,3.0
traveli,1.0,0.0,0.0,1.0
traveling,30.0,32.0,8.0,70.0
travelled,1.0,0.0,0.0,1.0
travelling,3.0,1.0,3.0,7.0
travelportland,0.0,1.0,0.0,1.0
travels,1.0,1.0,0.0,2.0
traverse,1.0,0.0,0.0,1.0
travesty,0.0,1.0,0.0,1.0
travis,1.0,0.0,1.0,2.0
travisamex,2.0,0.0,0.0,2.0
travlite,0.0,4.0,0.0,4.0
tray,2.0,0.0,0.0,2.0
trea,1.0,0.0,0.0,1.0
treacherous,0.0,1.0,0.0,1.0
tread,0.0,0.0,2.0,2.0
treading,2.0,0.0,1.0,3.0
treads,1.0,1.0,0.0,2.0
treasure,1.0,5.0,3.0,9.0
treasured,1.0,0.0,1.0,2.0
treat,33.0,7.0,16.0,56.0
treated,24.0,2.0,9.0,35.0
treating,8.0,5.0,3.0,16.0
treats,6.0,0.0,2.0,8.0
treble,25.0,50.0,22.0,97.0
trebly,0.0,0.0,2.0,2.0
tree,0.0,1.0,7.0,8.0
tregorysullivan,0.0,0.0,1.0,1.0
trek,2.0,0.0,2.0,4.0
tremble,1.0,0.0,1.0,2.0
trembling,2.0,0.0,0.0,2.0
tremelo,0.0,0.0,2.0,2.0
tremendous,6.0,3.0,4.0,13.0
tremendously,2.0,1.0,4.0,7.0
tremolo,12.0,0.0,13.0,25.0
tremonti,0.0,4.0,0.0,4.0
trenchant,2.0,0.0,0.0,2.0
trending,0.0,1.0,2.0,3.0
trendone,0.0,0.0,1.0,1.0
trendsetter,0.0,0.0,1.0,1.0
trendy,0.0,0.0,1.0,1.0
trey,1.0,0.0,0.0,1.0
tri,1.0,4.0,2.0,7.0
triangular,0.0,0.0,3.0,3.0
tribute,4.0,0.0,0.0,4.0
tric,0.0,0.0,1.0,1.0
tricia,0.0,0.0,1.0,1.0
trick,3.0,0.0,3.0,6.0
tricks,0.0,0.0,1.0,1.0
tricky,2.0,5.0,8.0,15.0
tried,222.0,105.0,218.0,545.0
trier,1.0,0.0,0.0,1.0
tries,18.0,6.0,2.0,26.0
trifle,2.0,1.0,4.0,7.0
triflight,0.0,1.0,0.0,1.0
trifling,1.0,0.0,0.0,1.0
trigger,0.0,0.0,1.0,1.0
trim,0.0,5.0,5.0,10.0
trimmed,1.0,1.0,2.0,4.0
trimming,1.0,0.0,0.0,1.0
trims,0.0,0.0,1.0,1.0
triple,4.0,16.0,4.0,24.0
tripod,0.0,0.0,4.0,4.0
tripped,0.0,0.0,2.0,2.0
tripping,1.0,4.0,0.0,5.0
trippy,0.0,1.0,1.0,2.0
trips,1.0,0.0,0.0,1.0
triptophobia,0.0,0.0,1.0,1.0
trishy,0.0,0.0,2.0,2.0
trite,7.0,3.0,3.0,13.0
triumph,2.0,3.0,2.0,7.0
triumphant,2.0,0.0,1.0,3.0
triumphantly,2.0,0.0,0.0,2.0
trivia,0.0,0.0,1.0,1.0
trivial,0.0,1.0,2.0,3.0
trivialize,2.0,0.0,0.0,2.0
trivializes,1.0,1.0,0.0,2.0
trivializing,1.0,0.0,0.0,1.0
trivially,0.0,0.0,1.0,1.0
trod,1.0,0.0,0.0,1.0
trohman,0.0,0.0,1.0,1.0
tron,0.0,0.0,1.0,1.0
trontastic,0.0,0.0,2.0,2.0
troopers,1.0,0.0,0.0,1.0
trot,1.0,0.0,0.0,1.0
trots,1.0,0.0,0.0,1.0
trotting,2.0,0.0,0.0,2.0
troubled,1.0,2.0,0.0,3.0
troubleshoot,2.0,2.0,1.0,5.0
troubleshooting,0.0,0.0,1.0,1.0
troubleshot,1.0,0.0,0.0,1.0
troubling,3.0,0.0,1.0,4.0
trounce,1.0,0.0,0.0,1.0
trplug,0.0,0.0,1.0,1.0
trs,0.0,0.0,3.0,3.0
tru,1.0,0.0,3.0,4.0
trublue,1.0,0.0,0.0,1.0
trudge,1.0,0.0,0.0,1.0
trudy,0.0,0.0,1.0,1.0
true,90.0,69.0,81.0,240.0
trueblue,5.0,3.0,2.0,10.0
truely,0.0,0.0,2.0,2.0
truest,1.0,4.0,0.0,5.0
truffle,0.0,1.0,0.0,1.0
trugiaz,0.0,0.0,1.0,1.0
truley,0.0,0.0,1.0,1.0
truly,61.0,18.0,34.0,113.0
trumped,1.0,0.0,0.0,1.0
trumpet,0.0,0.0,1.0,1.0
trumping,1.0,0.0,0.0,1.0
trumps,1.0,0.0,0.0,1.0
truncated,1.0,0.0,1.0,2.0
truncheoning,1.0,0.0,0.0,1.0
truss,0.0,0.0,2.0,2.0
trust,8.0,9.0,18.0,35.0
trusted,10.0,6.0,5.0,21.0
trusting,1.0,0.0,3.0,4.0
trusts,1.0,0.0,0.0,1.0
trusty,4.0,0.0,1.0,5.0
truth,2.0,0.0,1.0,3.0
truthful,5.0,0.0,1.0,6.0
truthh,1.0,0.0,0.0,1.0
trv,0.0,0.0,2.0,2.0
trvl,2.0,0.0,0.0,2.0
try,142.0,141.0,240.0,523.0
tryed,0.0,0.0,1.0,1.0
tryin,4.0,0.0,1.0,5.0
trying,386.0,99.0,162.0,647.0
tryingly,1.0,0.0,0.0,1.0
tryn,1.0,0.0,0.0,1.0
tryna,0.0,0.0,1.0,1.0
tryng,1.0,0.0,0.0,1.0
trythe,0.0,0.0,1.0,1.0
ts,0.0,0.0,12.0,12.0
tsa,5.0,7.0,0.0,12.0
tsai,2.0,0.0,0.0,2.0
tsanig,1.0,0.0,0.0,1.0
tsarnick,0.0,0.0,5.0,5.0
tsk,0.0,0.0,1.0,1.0
ttual,0.0,0.0,1.0,1.0
tu,1.0,1.0,2.0,4.0
tub,1.0,0.0,0.0,1.0
tuba,1.0,0.0,0.0,1.0
tubby,0.0,0.0,1.0,1.0
tube,4.0,12.0,19.0,35.0
tubes,0.0,0.0,1.0,1.0
tubescreamer,0.0,0.0,4.0,4.0
tubing,8.0,0.0,0.0,8.0
tubular,0.0,0.0,3.0,3.0
tuck,2.0,0.0,3.0,5.0
tucked,2.0,0.0,0.0,2.0
tucking,1.0,0.0,1.0,2.0
tucson,2.0,0.0,0.0,2.0
tudy,0.0,0.0,1.0,1.0
tue,1.0,1.0,0.0,2.0
tues,1.0,0.0,0.0,1.0
tuesday,14.0,2.0,18.0,34.0
tug,1.0,0.0,1.0,2.0
tugging,0.0,0.0,2.0,2.0
tuing,0.0,4.0,0.0,4.0
tul,1.0,0.0,0.0,1.0
tully,2.0,0.0,0.0,2.0
tulsa,0.0,0.0,1.0,1.0
tumaini,0.0,0.0,1.0,1.0
tumbling,0.0,0.0,1.0,1.0
tumblr,0.0,0.0,2.0,2.0
tummy,0.0,1.0,1.0,2.0
tumultuous,1.0,2.0,0.0,3.0
tun,0.0,0.0,1.0,1.0
tunamatic,0.0,0.0,1.0,1.0
tune,16.0,16.0,58.0,90.0
tuned,21.0,13.0,27.0,61.0
tuneful,0.0,0.0,1.0,1.0
tuneless,0.0,1.0,0.0,1.0
tuner,0.0,4.0,5.0,9.0
tuners,0.0,0.0,1.0,1.0
tunes,0.0,4.0,2.0,6.0
tuning,29.0,44.0,91.0,164.0
tunisian,2.0,0.0,0.0,2.0
tunnelman,0.0,0.0,1.0,1.0
tunney,1.0,0.0,0.0,1.0
turab,0.0,0.0,1.0,1.0
turbizzle,0.0,0.0,1.0,1.0
turbulent,1.0,1.0,0.0,2.0
turgid,3.0,1.0,0.0,4.0
turing,0.0,0.0,2.0,2.0
turkish,0.0,2.0,1.0,3.0
turn,102.0,112.0,98.0,312.0
turned,27.0,31.0,55.0,113.0
turner,1.0,0.0,0.0,1.0
turning,35.0,28.0,30.0,93.0
turns,38.0,21.0,29.0,88.0
turntable,1.0,0.0,6.0,7.0
turser,0.0,0.0,1.0,1.0
turtle,0.0,4.0,1.0,5.0
turvys,0.0,0.0,1.0,1.0
tuse,0.0,0.0,1.0,1.0
tusq,0.0,0.0,1.0,1.0
tutorial,1.0,2.0,5.0,8.0
tutoring,0.0,0.0,1.0,1.0
tuxedo,1.0,0.0,0.0,1.0
tv,5.0,2.0,2.0,9.0
tvs,0.0,2.0,0.0,2.0
tw,1.0,0.0,3.0,4.0
twangy,0.0,0.0,2.0,2.0
twat,0.0,0.0,1.0,1.0
twe,0.0,0.0,2.0,2.0
tweak,0.0,0.0,16.0,16.0
tweakable,0.0,0.0,3.0,3.0
tweaked,6.0,0.0,4.0,10.0
tweakin,0.0,0.0,1.0,1.0
tweaking,0.0,0.0,9.0,9.0
tweed,0.0,0.0,2.0,2.0
tweedy,0.0,1.0,0.0,1.0
tweek,0.0,4.0,1.0,5.0
tweeking,0.0,0.0,1.0,1.0
tweet,19.0,2.0,40.0,61.0
tweetar,0.0,0.0,1.0,1.0
tweetbook,0.0,0.0,1.0,1.0
tweetdeck,0.0,0.0,1.0,1.0
tweeted,3.0,1.0,7.0,11.0
tweeterville,0.0,0.0,1.0,1.0
tweetfriends,0.0,0.0,1.0,1.0
tweetie,0.0,0.0,1.0,1.0
tweetin,0.0,0.0,1.0,1.0
tweeting,11.0,5.0,16.0,32.0
tweets,0.0,0.0,1.0,1.0
twelve,0.0,0.0,4.0,4.0
twentieth,0.0,1.0,0.0,1.0
twenty,3.0,8.0,2.0,13.0
twentysomething,1.0,0.0,0.0,1.0
twhirl,0.0,0.0,1.0,1.0
twi,0.0,0.0,4.0,4.0
twice,73.0,22.0,34.0,129.0
twicullen,0.0,0.0,1.0,1.0
twiddle,0.0,0.0,1.0,1.0
twiddles,0.0,0.0,1.0,1.0
twigged,0.0,0.0,1.0,1.0
twilight,0.0,0.0,9.0,9.0
twin,5.0,0.0,4.0,9.0
twinkling,1.0,0.0,0.0,1.0
twinkly,1.0,0.0,0.0,1.0
twinklydave,0.0,0.0,1.0,1.0
twirling,1.0,0.0,0.0,1.0
twist,8.0,0.0,4.0,12.0
twisted,11.0,5.0,4.0,20.0
twisting,32.0,4.0,1.0,37.0
twists,0.0,4.0,1.0,5.0
twisty,0.0,0.0,2.0,2.0
twit,0.0,0.0,4.0,4.0
twitamatic,0.0,0.0,1.0,1.0
twitchy,1.0,1.0,0.0,2.0
twitpic,0.0,0.0,2.0,2.0
twitster,0.0,0.0,1.0,1.0
twitt,0.0,0.0,2.0,2.0
twitte,0.0,0.0,1.0,1.0
twitter,9.0,1.0,53.0,63.0
twittered,0.0,0.0,2.0,2.0
twittererd,0.0,0.0,1.0,1.0
twitterific,0.0,0.0,1.0,1.0
twittering,0.0,0.0,16.0,16.0
twitterland,0.0,0.0,2.0,2.0
twitterricolsss,0.0,0.0,1.0,1.0
twittin,0.0,0.0,1.0,1.0
twitty,0.0,0.0,2.0,2.0
